Source , Target , Score
MT375438.1 , MT358735.1 , 168113.0
MT123291.2 , MT358735.1 , 168039.0
MT344948.1 , MT358735.1 , 168065.0
MT293197.1 , MT358735.1 , 166757.0
MT512425.1 , MT358735.1 , 167991.0
MT520213.1 , MT506573.1 , 167081.0
MT512436.1 , MT506573.1 , 167997.0
MT438753.1 , MT506573.1 , 167976.0
MT123291.2 , MT506573.1 , 167964.0
MT375438.1 , MT506573.1 , 167880.0
MT293197.1 , MT506573.1 , 166706.0
MT344948.1 , MT506573.1 , 168002.0
MT512425.1 , MT506573.1 , 167928.0
MT520213.1 , MT350266.1 , 167159.0
MT512436.1 , MT350266.1 , 168218.0
MT438753.1 , MT350266.1 , 168217.0
MT123291.2 , MT350266.1 , 168223.0
MT293197.1 , MT350266.1 , 166696.0
MT375438.1 , MT350266.1 , 168023.0
MT344948.1 , MT350266.1 , 168223.0
MT512425.1 , MT350266.1 , 168224.0
MT520213.1 , MT506675.1 , 166049.0
MT512436.1 , MT506675.1 , 166799.0
MT438753.1 , MT506675.1 , 166778.0
MT123291.2 , MT506675.1 , 166771.0
MT293197.1 , MT506675.1 , 165656.0
MT375438.1 , MT506675.1 , 166808.0
MT344948.1 , MT506675.1 , 166804.0
MT512425.1 , MT506675.1 , 166730.0
MT520213.1 , MT293185.1 , 165858.0
MT512436.1 , MT293185.1 , 166688.0
MT438753.1 , MT293185.1 , 166678.0
MT123291.2 , MT293185.1 , 166710.0
MT293197.1 , MT293185.1 , 166520.0
MT375438.1 , MT293185.1 , 166753.0
MT344948.1 , MT293185.1 , 166693.0
MT512425.1 , MT293185.1 , 166685.0
MT520213.1 , MT534318.1 , 167169.0
MT512436.1 , MT534318.1 , 168196.0
MT438753.1 , MT534318.1 , 168195.0
MT123291.2 , MT534318.1 , 168227.0
MT293197.1 , MT534318.1 , 166706.0
MT375438.1 , MT534318.1 , 168101.0
MT344948.1 , MT534318.1 , 168201.0
MT512425.1 , MT534318.1 , 168179.0
MT520213.1 , MT270109.1 , 166969.0
MT512436.1 , MT270109.1 , 167719.0
MT438753.1 , MT270109.1 , 167712.0
MT123291.2 , MT270109.1 , 167700.0
MT293197.1 , MT270109.1 , 166679.0
MT375438.1 , MT270109.1 , 167703.0
MT344948.1 , MT270109.1 , 167724.0
MT512425.1 , MT270109.1 , 167664.0
MT520213.1 , MT457394.1 , 167125.0
MT512436.1 , MT457394.1 , 168141.0
MT438753.1 , MT457394.1 , 168140.0
MT123291.2 , MT457394.1 , 168172.0
MT293197.1 , MT457394.1 , 166662.0
MT375438.1 , MT457394.1 , 168021.0
MT344948.1 , MT457394.1 , 168146.0
MT512425.1 , MT457394.1 , 168124.0
MT520213.1 , MT528618.1 , 167191.0
MT512436.1 , MT528618.1 , 168018.0
MT438753.1 , MT528618.1 , 167997.0
MT123291.2 , MT528618.1 , 167985.0
MT293197.1 , MT528618.1 , 166739.0
MT375438.1 , MT528618.1 , 167964.0
MT344948.1 , MT528618.1 , 168023.0
MT512425.1 , MT528618.1 , 167949.0
MT520213.1 , MT412245.1 , 167200.0
MT512436.1 , MT412245.1 , 168006.0
MT438753.1 , MT412245.1 , 167985.0
MT293197.1 , MT412245.1 , 166743.0
MT123291.2 , MT412245.1 , 167973.0
MT375438.1 , MT412245.1 , 168005.0
MT344948.1 , MT412245.1 , 168011.0
MT512425.1 , MT412245.1 , 167937.0
MT520213.1 , MT520392.1 , 167191.0
MT512436.1 , MT520392.1 , 168014.0
MT438753.1 , MT520392.1 , 167993.0
MT293197.1 , MT520392.1 , 166734.0
MT123291.2 , MT520392.1 , 167981.0
MT375438.1 , MT520392.1 , 167975.0
MT344948.1 , MT520392.1 , 168019.0
MT512425.1 , MT520392.1 , 167945.0
MT520213.1 , MT509659.1 , 167067.0
MT512436.1 , MT509659.1 , 167817.0
MT438753.1 , MT509659.1 , 167796.0
MT293197.1 , MT509659.1 , 166729.0
MT123291.2 , MT509659.1 , 167784.0
MT512425.1 , MT509659.1 , 167748.0
MT375438.1 , MT509659.1 , 167812.0
MT344948.1 , MT509659.1 , 167822.0
MT520213.1 , MT482134.1 , 167028.0
MT512436.1 , MT482134.1 , 167991.0
MT438753.1 , MT482134.1 , 168022.0
MT293197.1 , MT482134.1 , 166565.0
MT123291.2 , MT482134.1 , 168010.0
MT512425.1 , MT482134.1 , 167974.0
MT375438.1 , MT482134.1 , 167844.0
MT344948.1 , MT482134.1 , 167996.0
MT520213.1 , MT533230.1 , 167081.0
MT512436.1 , MT533230.1 , 167866.0
MT438753.1 , MT533230.1 , 167810.0
MT293197.1 , MT533230.1 , 166695.0
MT123291.2 , MT533230.1 , 167798.0
MT512425.1 , MT533230.1 , 167762.0
MT344948.1 , MT533230.1 , 167836.0
MT375438.1 , MT533230.1 , 167815.0
MT520213.1 , MT293218.1 , 167151.0
MT293197.1 , MT293218.1 , 166688.0
MT512436.1 , MT293218.1 , 168029.0
MT438753.1 , MT293218.1 , 168028.0
MT344948.1 , MT293218.1 , 168034.0
MT123291.2 , MT293218.1 , 168060.0
MT375438.1 , MT293218.1 , 168072.0
MT512425.1 , MT293218.1 , 168035.0
MT520213.1 , MT252739.1 , 167164.0
MT293197.1 , MT252739.1 , 166701.0
MT512436.1 , MT252739.1 , 168008.0
MT438753.1 , MT252739.1 , 168039.0
MT344948.1 , MT252739.1 , 168013.0
MT512425.1 , MT252739.1 , 168014.0
MT123291.2 , MT252739.1 , 168027.0
MT375438.1 , MT252739.1 , 167983.0
MT520213.1 , MT506532.1 , 167101.0
MT293197.1 , MT506532.1 , 166726.0
MT512436.1 , MT506532.1 , 167851.0
MT438753.1 , MT506532.1 , 167830.0
MT123291.2 , MT506532.1 , 167818.0
MT375438.1 , MT506532.1 , 167860.0
MT344948.1 , MT506532.1 , 167856.0
MT512425.1 , MT506532.1 , 167782.0
MT520213.1 , MT326065.1 , 167160.0
MT293197.1 , MT326065.1 , 166703.0
MT438753.1 , MT326065.1 , 168114.0
MT512436.1 , MT326065.1 , 168167.0
MT375438.1 , MT326065.1 , 168113.0
MT123291.2 , MT326065.1 , 168146.0
MT344948.1 , MT326065.1 , 168172.0
MT512425.1 , MT326065.1 , 168112.0
MT520213.1 , MT385419.1 , 167164.0
MT438753.1 , MT385419.1 , 168218.0
MT293197.1 , MT385419.1 , 166701.0
MT512436.1 , MT385419.1 , 168219.0
MT375438.1 , MT385419.1 , 168096.0
MT123291.2 , MT385419.1 , 168240.0
MT344948.1 , MT385419.1 , 168224.0
MT512425.1 , MT385419.1 , 168225.0
MT520213.1 , MT481906.1 , 167036.0
MT438753.1 , MT481906.1 , 167765.0
MT293197.1 , MT481906.1 , 166698.0
MT512436.1 , MT481906.1 , 167786.0
MT375438.1 , MT481906.1 , 167781.0
MT344948.1 , MT481906.1 , 167805.0
MT123291.2 , MT481906.1 , 167753.0
MT512425.1 , MT481906.1 , 167717.0
MT520213.1 , MT358748.1 , 167201.0
MT293197.1 , MT358748.1 , 166744.0
MT438753.1 , MT358748.1 , 168054.0
MT512436.1 , MT358748.1 , 168107.0
MT375438.1 , MT358748.1 , 168154.0
MT344948.1 , MT358748.1 , 168112.0
MT512425.1 , MT358748.1 , 168038.0
MT123291.2 , MT358748.1 , 168086.0
MT520213.1 , MT252802.1 , 166708.0
MT293197.1 , MT252802.1 , 166697.0
MT438753.1 , MT252802.1 , 167518.0
MT512436.1 , MT252802.1 , 167516.0
MT375438.1 , MT252802.1 , 167525.0
MT123291.2 , MT252802.1 , 167526.0
MT344948.1 , MT252802.1 , 167521.0
MT512425.1 , MT252802.1 , 167513.0
MT520213.1 , MT375430.1 , 167191.0
MT293197.1 , MT375430.1 , 166734.0
MT438753.1 , MT375430.1 , 168072.0
MT512436.1 , MT375430.1 , 168125.0
MT375438.1 , MT375430.1 , 168162.0
MT344948.1 , MT375430.1 , 168130.0
MT123291.2 , MT375430.1 , 168104.0
MT512425.1 , MT375430.1 , 168056.0
MT520213.1 , MT449644.1 , 167185.0
MT293197.1 , MT449644.1 , 166722.0
MT438753.1 , MT449644.1 , 168204.0
MT512436.1 , MT449644.1 , 168191.0
MT375438.1 , MT449644.1 , 168117.0
MT512425.1 , MT449644.1 , 168174.0
MT344948.1 , MT449644.1 , 168196.0
MT123291.2 , MT449644.1 , 168222.0
MT520213.1 , MT370836.1 , 166640.0
MT293197.1 , MT370836.1 , 166365.0
MT438753.1 , MT370836.1 , 167369.0
MT512436.1 , MT370836.1 , 167390.0
MT375438.1 , MT370836.1 , 167399.0
MT512425.1 , MT370836.1 , 167328.0
MT344948.1 , MT370836.1 , 167395.0
MT123291.2 , MT370836.1 , 167357.0
MT520213.1 , MT451192.1 , 167073.0
MT293197.1 , MT451192.1 , 166691.0
MT438753.1 , MT451192.1 , 167802.0
MT512436.1 , MT451192.1 , 167823.0
MT375438.1 , MT451192.1 , 167807.0
MT512425.1 , MT451192.1 , 167754.0
MT123291.2 , MT451192.1 , 167790.0
MT344948.1 , MT451192.1 , 167838.0
MT520213.1 , LC528233.1 , 167185.0
MT293197.1 , LC528233.1 , 166722.0
MT438753.1 , LC528233.1 , 168233.0
MT512436.1 , LC528233.1 , 168234.0
MT375438.1 , LC528233.1 , 168053.0
MT512425.1 , LC528233.1 , 168217.0
MT123291.2 , LC528233.1 , 168249.0
MT344948.1 , LC528233.1 , 168239.0
MT293197.1 , MT251977.1 , 166683.0
MT520213.1 , MT251977.1 , 166938.0
MT438753.1 , MT251977.1 , 167757.0
MT512436.1 , MT251977.1 , 167758.0
MT512425.1 , MT251977.1 , 167764.0
MT375438.1 , MT251977.1 , 167810.0
MT123291.2 , MT251977.1 , 167789.0
MT344948.1 , MT251977.1 , 167763.0
MT520213.1 , MT263421.1 , 167102.0
MT293197.1 , MT263421.1 , 166639.0
MT438753.1 , MT263421.1 , 168121.0
MT512436.1 , MT263421.1 , 168122.0
MT512425.1 , MT263421.1 , 168128.0
MT375438.1 , MT263421.1 , 168034.0
MT344948.1 , MT263421.1 , 168127.0
MT123291.2 , MT263421.1 , 168148.0
MT293197.1 , MT325625.1 , 166675.0
MT520213.1 , MT325625.1 , 167138.0
MT438753.1 , MT325625.1 , 168196.0
MT512436.1 , MT325625.1 , 168197.0
MT512425.1 , MT325625.1 , 168284.0
MT375438.1 , MT325625.1 , 168002.0
MT344948.1 , MT325625.1 , 168202.0
MT123291.2 , MT325625.1 , 168202.0
MT293197.1 , MT451115.1 , 166695.0
MT520213.1 , MT451115.1 , 167070.0
MT438753.1 , MT451115.1 , 167975.0
MT512436.1 , MT451115.1 , 167996.0
MT512425.1 , MT451115.1 , 167927.0
MT375438.1 , MT451115.1 , 167869.0
MT344948.1 , MT451115.1 , 168001.0
MT123291.2 , MT451115.1 , 167963.0
MT520213.1 , MT474127.1 , 165962.0
MT293197.1 , MT474127.1 , 165499.0
MT512436.1 , MT474127.1 , 166905.0
MT438753.1 , MT474127.1 , 166936.0
MT512425.1 , MT474127.1 , 166911.0
MT375438.1 , MT474127.1 , 166794.0
MT344948.1 , MT474127.1 , 166910.0
MT123291.2 , MT474127.1 , 166924.0
MT520213.1 , MT451668.1 , 167137.0
MT293197.1 , MT451668.1 , 166733.0
MT512436.1 , MT451668.1 , 168088.0
MT438753.1 , MT451668.1 , 168067.0
MT512425.1 , MT451668.1 , 168019.0
MT375438.1 , MT451668.1 , 167911.0
MT344948.1 , MT451668.1 , 168093.0
MT123291.2 , MT451668.1 , 168055.0
MT520213.1 , MT509489.1 , 166924.0
MT293197.1 , MT509489.1 , 166645.0
MT512436.1 , MT509489.1 , 167674.0
MT438753.1 , MT509489.1 , 167653.0
MT512425.1 , MT509489.1 , 167605.0
MT375438.1 , MT509489.1 , 167683.0
MT344948.1 , MT509489.1 , 167679.0
MT123291.2 , MT509489.1 , 167641.0
MT520213.1 , MT106053.1 , 167196.0
MT293197.1 , MT106053.1 , 166733.0
MT512436.1 , MT106053.1 , 168255.0
MT438753.1 , MT106053.1 , 168254.0
MT512425.1 , MT106053.1 , 168238.0
MT375438.1 , MT106053.1 , 168060.0
MT344948.1 , MT106053.1 , 168260.0
MT123291.2 , MT106053.1 , 168260.0
MT520213.1 , MT252677.1 , 167164.0
MT293197.1 , MT252677.1 , 166701.0
MT512436.1 , MT252677.1 , 168103.0
MT512425.1 , MT252677.1 , 168109.0
MT375438.1 , MT252677.1 , 168096.0
MT438753.1 , MT252677.1 , 168102.0
MT344948.1 , MT252677.1 , 168108.0
MT123291.2 , MT252677.1 , 168134.0
MT520213.1 , MT159710.2 , 167194.0
MT293197.1 , MT159710.2 , 166731.0
MT512436.1 , MT159710.2 , 168253.0
MT512425.1 , MT159710.2 , 168236.0
MT375438.1 , MT159710.2 , 168058.0
MT438753.1 , MT159710.2 , 168252.0
MT344948.1 , MT159710.2 , 168258.0
MT123291.2 , MT159710.2 , 168258.0
MT520213.1 , MT415322.1 , 167131.0
MT293197.1 , MT415322.1 , 166668.0
MT512436.1 , MT415322.1 , 168122.0
MT512425.1 , MT415322.1 , 168105.0
MT438753.1 , MT415322.1 , 168121.0
MT375438.1 , MT415322.1 , 168048.0
MT344948.1 , MT415322.1 , 168127.0
MT123291.2 , MT415322.1 , 168153.0
MT520213.1 , MT457390.1 , 166402.0
MT293197.1 , MT457390.1 , 165928.0
MT512436.1 , MT457390.1 , 167407.0
MT438753.1 , MT457390.1 , 167363.0
MT512425.1 , MT457390.1 , 167338.0
MT375438.1 , MT457390.1 , 167292.0
MT344948.1 , MT457390.1 , 167412.0
MT123291.2 , MT457390.1 , 167386.0
MT520213.1 , MT325578.1 , 167158.0
MT293197.1 , MT325578.1 , 166695.0
MT512436.1 , MT325578.1 , 168217.0
MT438753.1 , MT325578.1 , 168216.0
MT512425.1 , MT325578.1 , 168223.0
MT375438.1 , MT325578.1 , 168022.0
MT344948.1 , MT325578.1 , 168222.0
MT123291.2 , MT325578.1 , 168222.0
MT520213.1 , MT450918.1 , 167188.0
MT293197.1 , MT450918.1 , 166731.0
MT512436.1 , MT450918.1 , 168019.0
MT438753.1 , MT450918.1 , 167966.0
MT512425.1 , MT450918.1 , 167950.0
MT375438.1 , MT450918.1 , 168096.0
MT344948.1 , MT450918.1 , 168024.0
MT123291.2 , MT450918.1 , 167998.0
MT520213.1 , MT520427.1 , 167200.0
MT293197.1 , MT520427.1 , 166743.0
MT512436.1 , MT520427.1 , 168199.0
MT438753.1 , MT520427.1 , 168174.0
MT375438.1 , MT520427.1 , 168061.0
MT512425.1 , MT520427.1 , 168130.0
MT344948.1 , MT520427.1 , 168204.0
MT123291.2 , MT520427.1 , 168166.0
MT520213.1 , MT451002.1 , 167129.0
MT293197.1 , MT451002.1 , 166743.0
MT512436.1 , MT451002.1 , 167879.0
MT438753.1 , MT451002.1 , 167858.0
MT375438.1 , MT451002.1 , 167863.0
MT344948.1 , MT451002.1 , 167884.0
MT512425.1 , MT451002.1 , 167810.0
MT123291.2 , MT451002.1 , 167846.0
MT520213.1 , MT460117.1 , 167164.0
MT293197.1 , MT460117.1 , 166701.0
MT512436.1 , MT460117.1 , 168138.0
MT375438.1 , MT460117.1 , 167996.0
MT344948.1 , MT460117.1 , 168143.0
MT438753.1 , MT460117.1 , 168169.0
MT512425.1 , MT460117.1 , 168144.0
MT123291.2 , MT460117.1 , 168157.0
MT520213.1 , MT520331.1 , 167192.0
MT293197.1 , MT520331.1 , 166735.0
MT512436.1 , MT520331.1 , 168149.0
MT375438.1 , MT520331.1 , 168041.0
MT344948.1 , MT520331.1 , 168154.0
MT438753.1 , MT520331.1 , 168128.0
MT512425.1 , MT520331.1 , 168080.0
MT123291.2 , MT520331.1 , 168116.0
MT520213.1 , MT292575.1 , 166964.0
MT293197.1 , MT292575.1 , 166674.0
MT512436.1 , MT292575.1 , 167714.0
MT375438.1 , MT292575.1 , 167698.0
MT512425.1 , MT292575.1 , 167645.0
MT438753.1 , MT292575.1 , 167693.0
MT344948.1 , MT292575.1 , 167729.0
MT123291.2 , MT292575.1 , 167681.0
MT520213.1 , MT451581.1 , 167102.0
MT293197.1 , MT451581.1 , 166694.0
MT512436.1 , MT451581.1 , 167852.0
MT375438.1 , MT451581.1 , 167861.0
MT512425.1 , MT451581.1 , 167783.0
MT438753.1 , MT451581.1 , 167831.0
MT344948.1 , MT451581.1 , 167857.0
MT123291.2 , MT451581.1 , 167819.0
MT520213.1 , MT358681.1 , 167182.0
MT293197.1 , MT358681.1 , 166725.0
MT512436.1 , MT358681.1 , 167972.0
MT375438.1 , MT358681.1 , 167995.0
MT512425.1 , MT358681.1 , 167903.0
MT438753.1 , MT358681.1 , 167951.0
MT344948.1 , MT358681.1 , 167977.0
MT123291.2 , MT358681.1 , 167939.0
MT520213.1 , MT326048.1 , 167197.0
MT293197.1 , MT326048.1 , 166740.0
MT512436.1 , MT326048.1 , 168069.0
MT375438.1 , MT326048.1 , 168141.0
MT512425.1 , MT326048.1 , 168000.0
MT438753.1 , MT326048.1 , 168016.0
MT344948.1 , MT326048.1 , 168074.0
MT123291.2 , MT326048.1 , 168048.0
MT520213.1 , MT435081.1 , 167055.0
MT293197.1 , MT435081.1 , 166703.0
MT512436.1 , MT435081.1 , 167805.0
MT375438.1 , MT435081.1 , 167814.0
MT512425.1 , MT435081.1 , 167736.0
MT438753.1 , MT435081.1 , 167784.0
MT344948.1 , MT435081.1 , 167810.0
MT123291.2 , MT435081.1 , 167772.0
MT520213.1 , MT558658.1 , 167188.0
MT293197.1 , MT558658.1 , 166745.0
MT512436.1 , MT558658.1 , 168157.0
MT375438.1 , MT558658.1 , 167991.0
MT512425.1 , MT558658.1 , 168088.0
MT438753.1 , MT558658.1 , 168136.0
MT123291.2 , MT558658.1 , 168124.0
MT344948.1 , MT558658.1 , 168162.0
MT520213.1 , MT370841.1 , 166559.0
MT293197.1 , MT370841.1 , 166278.0
MT512436.1 , MT370841.1 , 167309.0
MT375438.1 , MT370841.1 , 167293.0
MT512425.1 , MT370841.1 , 167396.0
MT438753.1 , MT370841.1 , 167340.0
MT123291.2 , MT370841.1 , 167328.0
MT344948.1 , MT370841.1 , 167314.0
MT520213.1 , MT429185.1 , 166942.0
MT293197.1 , MT429185.1 , 166663.0
MT512436.1 , MT429185.1 , 167692.0
MT375438.1 , MT429185.1 , 167701.0
MT512425.1 , MT429185.1 , 167623.0
MT438753.1 , MT429185.1 , 167671.0
MT344948.1 , MT429185.1 , 167697.0
MT123291.2 , MT429185.1 , 167659.0
MT520213.1 , MT506540.1 , 167119.0
MT512436.1 , MT506540.1 , 167869.0
MT293197.1 , MT506540.1 , 166744.0
MT375438.1 , MT506540.1 , 167878.0
MT512425.1 , MT506540.1 , 167800.0
MT438753.1 , MT506540.1 , 167848.0
MT344948.1 , MT506540.1 , 167874.0
MT123291.2 , MT506540.1 , 167836.0
MT520213.1 , MT506649.1 , 167144.0
MT512436.1 , MT506649.1 , 167894.0
MT293197.1 , MT506649.1 , 166745.0
MT375438.1 , MT506649.1 , 167903.0
MT512425.1 , MT506649.1 , 167825.0
MT438753.1 , MT506649.1 , 167873.0
MT344948.1 , MT506649.1 , 167899.0
MT123291.2 , MT506649.1 , 167861.0
MT520213.1 , MT477904.1 , 167197.0
MT512436.1 , MT477904.1 , 168203.0
MT293197.1 , MT477904.1 , 166740.0
MT375438.1 , MT477904.1 , 168154.0
MT512425.1 , MT477904.1 , 168134.0
MT438753.1 , MT477904.1 , 168150.0
MT344948.1 , MT477904.1 , 168208.0
MT123291.2 , MT477904.1 , 168182.0
MT520213.1 , MT450963.1 , 167096.0
MT293197.1 , MT450963.1 , 166725.0
MT512436.1 , MT450963.1 , 167846.0
MT375438.1 , MT450963.1 , 167855.0
MT512425.1 , MT450963.1 , 167777.0
MT438753.1 , MT450963.1 , 167825.0
MT344948.1 , MT450963.1 , 167851.0
MT123291.2 , MT450963.1 , 167813.0
MT520213.1 , MT451162.1 , 167078.0
MT293197.1 , MT451162.1 , 166696.0
MT512436.1 , MT451162.1 , 167828.0
MT375438.1 , MT451162.1 , 167812.0
MT512425.1 , MT451162.1 , 167759.0
MT438753.1 , MT451162.1 , 167807.0
MT344948.1 , MT451162.1 , 167833.0
MT123291.2 , MT451162.1 , 167795.0
MT520213.1 , MT511076.1 , 167190.0
MT293197.1 , MT511076.1 , 166731.0
MT512436.1 , MT511076.1 , 168225.0
MT375438.1 , MT511076.1 , 168108.0
MT512425.1 , MT511076.1 , 168121.0
MT438753.1 , MT511076.1 , 168137.0
MT344948.1 , MT511076.1 , 168195.0
MT123291.2 , MT511076.1 , 168169.0
MT520213.1 , MT482133.1 , 166640.0
MT293197.1 , MT482133.1 , 166172.0
MT512436.1 , MT482133.1 , 167668.0
MT375438.1 , MT482133.1 , 167447.0
MT438753.1 , MT482133.1 , 167612.0
MT512425.1 , MT482133.1 , 167564.0
MT344948.1 , MT482133.1 , 167638.0
MT123291.2 , MT482133.1 , 167595.0
MT293197.1 , MT534314.1 , 166702.0
MT520213.1 , MT534314.1 , 167165.0
MT512436.1 , MT534314.1 , 168210.0
MT375438.1 , MT534314.1 , 168097.0
MT438753.1 , MT534314.1 , 168209.0
MT512425.1 , MT534314.1 , 168193.0
MT344948.1 , MT534314.1 , 168215.0
MT123291.2 , MT534314.1 , 168241.0
MT520213.1 , MT350278.1 , 167159.0
MT293197.1 , MT350278.1 , 166696.0
MT512436.1 , MT350278.1 , 168218.0
MT375438.1 , MT350278.1 , 168023.0
MT438753.1 , MT350278.1 , 168217.0
MT512425.1 , MT350278.1 , 168224.0
MT344948.1 , MT350278.1 , 168223.0
MT123291.2 , MT350278.1 , 168223.0
MT520213.1 , MT325617.1 , 167221.0
MT293197.1 , MT325617.1 , 166753.0
MT512436.1 , MT325617.1 , 168280.0
MT375438.1 , MT325617.1 , 168085.0
MT438753.1 , MT325617.1 , 168227.0
MT512425.1 , MT325617.1 , 168211.0
MT344948.1 , MT325617.1 , 168285.0
MT123291.2 , MT325617.1 , 168233.0
MT520213.1 , MT533235.1 , 166715.0
MT293197.1 , MT533235.1 , 166372.0
MT512436.1 , MT533235.1 , 167465.0
MT375438.1 , MT533235.1 , 167449.0
MT438753.1 , MT533235.1 , 167496.0
MT512425.1 , MT533235.1 , 167552.0
MT123291.2 , MT533235.1 , 167484.0
MT344948.1 , MT533235.1 , 167470.0
MT520213.1 , MT483702.1 , 166676.0
MT293197.1 , MT483702.1 , 166338.0
MT512436.1 , MT483702.1 , 167426.0
MT375438.1 , MT483702.1 , 167421.0
MT438753.1 , MT483702.1 , 167405.0
MT512425.1 , MT483702.1 , 167357.0
MT344948.1 , MT483702.1 , 167431.0
MT123291.2 , MT483702.1 , 167393.0
MT293197.1 , MT325568.1 , 166688.0
MT520213.1 , MT325568.1 , 167151.0
MT512436.1 , MT325568.1 , 168210.0
MT375438.1 , MT325568.1 , 168015.0
MT438753.1 , MT325568.1 , 168209.0
MT512425.1 , MT325568.1 , 168216.0
MT344948.1 , MT325568.1 , 168215.0
MT123291.2 , MT325568.1 , 168215.0
MT293197.1 , MT520377.1 , 166749.0
MT520213.1 , MT520377.1 , 167206.0
MT512436.1 , MT520377.1 , 167992.0
MT375438.1 , MT520377.1 , 167997.0
MT438753.1 , MT520377.1 , 167971.0
MT512425.1 , MT520377.1 , 167923.0
MT123291.2 , MT520377.1 , 167959.0
MT344948.1 , MT520377.1 , 167997.0
MT293197.1 , MT467263.1 , 166687.0
MT520213.1 , MT467263.1 , 167025.0
MT375438.1 , MT467263.1 , 167770.0
MT512436.1 , MT467263.1 , 167775.0
MT438753.1 , MT467263.1 , 167754.0
MT512425.1 , MT467263.1 , 167706.0
MT123291.2 , MT467263.1 , 167742.0
MT344948.1 , MT467263.1 , 167794.0
MT520213.1 , MT470127.1 , 167189.0
MT293197.1 , MT470127.1 , 166721.0
MT375438.1 , MT470127.1 , 168121.0
MT512436.1 , MT470127.1 , 168248.0
MT438753.1 , MT470127.1 , 168195.0
MT512425.1 , MT470127.1 , 168179.0
MT344948.1 , MT470127.1 , 168253.0
MT123291.2 , MT470127.1 , 168213.0
MT293197.1 , MT461668.1 , 166731.0
MT520213.1 , MT461668.1 , 167188.0
MT375438.1 , MT461668.1 , 168141.0
MT512436.1 , MT461668.1 , 168086.0
MT438753.1 , MT461668.1 , 168033.0
MT512425.1 , MT461668.1 , 168017.0
MT344948.1 , MT461668.1 , 168091.0
MT123291.2 , MT461668.1 , 168065.0
MT293197.1 , MT506201.1 , 166749.0
MT520213.1 , MT506201.1 , 167113.0
MT512436.1 , MT506201.1 , 167927.0
MT375438.1 , MT506201.1 , 167948.0
MT438753.1 , MT506201.1 , 167874.0
MT512425.1 , MT506201.1 , 167858.0
MT344948.1 , MT506201.1 , 167932.0
MT123291.2 , MT506201.1 , 167906.0
MT293197.1 , MT326104.1 , 166692.0
MT520213.1 , MT326104.1 , 167049.0
MT375438.1 , MT326104.1 , 167793.0
